cd_clean,support_pct,n_cells,question,label,topic,margin_of_error
IL-11,65.3,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-12,67.7,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-13,65.2,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-14,71,50,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-15,57.8,40,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-16,59,46,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-17,63.6,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-18,57.2,50,enviro_renewable,Require minimum renewable fuel production,Climate,7
IN-01,66.4,63,enviro_renewable,Require minimum renewable fuel production,Climate,7
IN-02,61.4,51,enviro_renewable,Require minimum renewable fuel production,Climate,7
IN-03,61.2,51,enviro_renewable,Require minimum renewable fuel production,Climate,7
IN-04,60.8,50,enviro_renewable,Require minimum renewable fuel production,Climate,7
IN-05,67.5,53,enviro_renewable,Require minimum renewable fuel production,Climate,7
IN-06,61.3,43,enviro_renewable,Require minimum renewable fuel production,Climate,7
IN-07,69.5,72,enviro_renewable,Require minimum renewable fuel production,Climate,7
IN-08,61.9,46,enviro_renewable,Require minimum renewable fuel production,Climate,7
IN-09,64.2,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
KS-01,61.4,52,enviro_renewable,Require minimum renewable fuel production,Climate,7
KS-02,63,52,enviro_renewable,Require minimum renewable fuel production,Climate,7
KS-03,64.1,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
KS-04,60.7,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
KY-01,54.3,52,enviro_renewable,Require minimum renewable fuel production,Climate,7
KY-02,60.7,43,enviro_renewable,Require minimum renewable fuel production,Climate,7
KY-03,70,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
KY-04,57.5,48,enviro_renewable,Require minimum renewable fuel production,Climate,7
KY-05,51.8,42,enviro_renewable,Require minimum renewable fuel production,Climate,7
KY-06,61,53,enviro_renewable,Require minimum renewable fuel production,Climate,7
LA-01,58.3,53,enviro_renewable,Require minimum renewable fuel production,Climate,7
LA-02,65.8,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
LA-03,53.5,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
LA-04,51.5,60,enviro_renewable,Require minimum renewable fuel production,Climate,7
LA-05,54.7,48,enviro_renewable,Require minimum renewable fuel production,Climate,7
LA-06,59.8,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
MA-01,70.5,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
MA-02,70.4,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
MA-03,68.6,51,enviro_renewable,Require minimum renewable fuel production,Climate,7
MA-04,70.7,47,enviro_renewable,Require minimum renewable fuel production,Climate,7
MA-05,74.5,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
MA-06,69.9,39,enviro_renewable,Require minimum renewable fuel production,Climate,7
MA-07,76.8,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
MA-08,72.5,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
MA-09,63.7,45,enviro_renewable,Require minimum renewable fuel production,Climate,7
MD-01,65.9,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
MD-02,66.2,72,enviro_renewable,Require minimum renewable fuel production,Climate,7
MD-03,70.7,72,enviro_renewable,Require minimum renewable fuel production,Climate,7
MD-04,74.3,65,enviro_renewable,Require minimum renewable fuel production,Climate,7
MD-05,64.1,66,enviro_renewable,Require minimum renewable fuel production,Climate,7
MD-06,65.4,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
MD-07,73.9,68,enviro_renewable,Require minimum renewable fuel production,Climate,7
MD-08,71.3,59,enviro_renewable,Require minimum renewable fuel production,Climate,7
ME-01,65,43,enviro_renewable,Require minimum renewable fuel production,Climate,7
ME-02,64.1,49,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-01,60.7,43,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-02,64.1,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-03,68.3,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-04,60,45,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-05,64.8,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-06,66.1,46,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-07,60.9,44,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-08,63.3,59,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-09,64.9,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-10,63.5,43,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-11,67.9,50,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-12,76.6,60,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-13,71.6,68,enviro_renewable,Require minimum renewable fuel production,Climate,7
MI-14,72.6,66,enviro_renewable,Require minimum renewable fuel production,Climate,7
MN-01,68.9,47,enviro_renewable,Require minimum renewable fuel production,Climate,7
MN-02,60,47,enviro_renewable,Require minimum renewable fuel production,Climate,7
MN-03,68.9,45,enviro_renewable,Require minimum renewable fuel production,Climate,7
MN-04,73.5,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
MN-05,77.1,73,enviro_renewable,Require minimum renewable fuel production,Climate,7
MN-06,60,40,enviro_renewable,Require minimum renewable fuel production,Climate,7
MN-07,59.2,40,enviro_renewable,Require minimum renewable fuel production,Climate,7
MN-08,57.4,40,enviro_renewable,Require minimum renewable fuel production,Climate,7
MO-01,72.9,65,enviro_renewable,Require minimum renewable fuel production,Climate,7
MO-02,66.1,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
MO-03,57.5,49,enviro_renewable,Require minimum renewable fuel production,Climate,7
MO-04,58.7,53,enviro_renewable,Require minimum renewable fuel production,Climate,7
MO-05,66.1,66,enviro_renewable,Require minimum renewable fuel production,Climate,7
MO-06,55.9,47,enviro_renewable,Require minimum renewable fuel production,Climate,7
MO-07,61,53,enviro_renewable,Require minimum renewable fuel production,Climate,7
MO-08,52,50,enviro_renewable,Require minimum renewable fuel production,Climate,7
MS-01,51,48,enviro_renewable,Require minimum renewable fuel production,Climate,7
MS-02,59.9,47,enviro_renewable,Require minimum renewable fuel production,Climate,7
MS-03,55.6,51,enviro_renewable,Require minimum renewable fuel production,Climate,7
MS-04,53.5,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
MT-01,59.9,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-01,67.7,63,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-02,62.7,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-03,57.9,64,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-04,70.5,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-05,57.6,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-06,60,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-07,58.3,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-08,60,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-09,60.3,64,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-10,57,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-11,60.3,46,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-12,68.9,77,enviro_renewable,Require minimum renewable fuel production,Climate,7
NC-13,59.5,63,enviro_renewable,Require minimum renewable fuel production,Climate,7
ND-01,55.6,45,enviro_renewable,Require minimum renewable fuel production,Climate,7
NE-01,66.6,47,enviro_renewable,Require minimum renewable fuel production,Climate,7
NE-02,72.4,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
NE-03,58.5,39,enviro_renewable,Require minimum renewable fuel production,Climate,7
NH-01,65.2,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
NH-02,65,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
NJ-01,67.8,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
NJ-02,67.9,64,enviro_renewable,Require minimum renewable fuel production,Climate,7
NJ-03,68.1,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
NJ-04,72.9,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
NJ-05,68.9,66,enviro_renewable,Require minimum renewable fuel production,Climate,7
NJ-06,66.8,65,enviro_renewable,Require minimum renewable fuel production,Climate,7
NJ-07,63.8,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
NJ-08,77.3,65,enviro_renewable,Require minimum renewable fuel production,Climate,7
NJ-09,71.2,72,enviro_renewable,Require minimum renewable fuel production,Climate,7
NJ-10,77.3,73,enviro_renewable,Require minimum renewable fuel production,Climate,7
NJ-11,70.9,51,enviro_renewable,Require minimum renewable fuel production,Climate,7
NJ-12,71.6,65,enviro_renewable,Require minimum renewable fuel production,Climate,7
NM-01,66.5,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
NM-02,62.1,63,enviro_renewable,Require minimum renewable fuel production,Climate,7
NM-03,67.6,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
NV-01,68.8,78,enviro_renewable,Require minimum renewable fuel production,Climate,7
NV-02,58.2,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
NV-03,66.8,72,enviro_renewable,Require minimum renewable fuel production,Climate,7
NV-04,59.4,77,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-01,67.1,60,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-02,70.9,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-03,76.6,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-04,71.4,63,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-05,68.7,73,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-06,74.6,68,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-07,79.2,70,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-08,74.5,71,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-09,78.1,72,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-10,78.7,76,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-11,70.5,70,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-12,81.1,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-13,80.5,71,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-14,76.3,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-15,76.3,63,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-16,75.2,68,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-17,76.3,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-18,67,60,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-19,67,59,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-20,74.3,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-21,72.1,47,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-22,68.8,50,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-23,62.4,43,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-24,66.9,51,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-25,71.4,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-26,68.5,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
NY-27,66.1,42,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-01,67.8,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-02,64.1,51,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-03,70.7,75,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-04,57.8,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-05,62.2,44,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-06,59.3,45,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-07,60.2,39,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-08,61.1,52,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-09,67.8,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-10,68.5,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-11,73.7,66,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-12,66.9,52,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-13,64.9,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-14,56.8,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-15,62.3,48,enviro_renewable,Require minimum renewable fuel production,Climate,7
OH-16,62,48,enviro_renewable,Require minimum renewable fuel production,Climate,7
OK-01,59,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
OK-02,54.1,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
OK-03,57.7,50,enviro_renewable,Require minimum renewable fuel production,Climate,7
OK-04,63.7,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
OK-05,63.2,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
OR-01,68.7,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
OR-02,60.2,49,enviro_renewable,Require minimum renewable fuel production,Climate,7
OR-03,75.9,70,enviro_renewable,Require minimum renewable fuel production,Climate,7
OR-04,68.2,56,enviro_renewable,Require minimum renewable fuel production,Climate,7
OR-05,67.2,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-01,66.2,68,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-02,72.6,70,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-03,70.3,66,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-04,64.8,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-05,64.3,56,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-06,67.3,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-07,68.2,60,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-08,62.8,64,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-09,61.4,50,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-10,62.1,64,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-11,61.1,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-12,56.9,49,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-13,59.9,59,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-14,60.6,56,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-15,58.4,53,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-16,63.9,49,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-17,61,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
PA-18,68.9,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
RI-01,69.4,51,enviro_renewable,Require minimum renewable fuel production,Climate,7
RI-02,70.5,48,enviro_renewable,Require minimum renewable fuel production,Climate,7
SC-01,63.1,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
SC-02,59.7,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
SC-03,57.2,46,enviro_renewable,Require minimum renewable fuel production,Climate,7
SC-04,55.4,68,enviro_renewable,Require minimum renewable fuel production,Climate,7
SC-05,59.5,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
SC-06,64.3,63,enviro_renewable,Require minimum renewable fuel production,Climate,7
SC-07,62.1,59,enviro_renewable,Require minimum renewable fuel production,Climate,7
SD-01,56.1,45,enviro_renewable,Require minimum renewable fuel production,Climate,7
TN-01,55.5,47,enviro_renewable,Require minimum renewable fuel production,Climate,7
TN-02,60.2,50,enviro_renewable,Require minimum renewable fuel production,Climate,7
TN-03,55.4,52,enviro_renewable,Require minimum renewable fuel production,Climate,7
TN-04,55.2,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
TN-05,67.5,63,enviro_renewable,Require minimum renewable fuel production,Climate,7
TN-06,55.8,43,enviro_renewable,Require minimum renewable fuel production,Climate,7
TN-07,55.8,50,enviro_renewable,Require minimum renewable fuel production,Climate,7
TN-08,56.6,56,enviro_renewable,Require minimum renewable fuel production,Climate,7
TN-09,68.2,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-01,51.8,56,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-02,61.6,68,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-03,63.1,70,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-04,55.7,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-05,60.7,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-06,57.3,72,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-07,64.4,77,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-08,55.4,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-09,65.1,77,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-10,63.2,71,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-11,51.8,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-12,59.3,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-13,51.3,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-14,60.4,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
TX-15,65.4,53,enviro_renewable,Require minimum renewable fuel production,Climate,7
