cd_clean,female,age_bin,educ_bin,race_bin,population
MI-05,0,18-29,college_plus,other,626
MI-05,0,30-44,no_college,white,26440
MI-05,0,30-44,no_college,black,1184
MI-05,0,30-44,no_college,hispanic,1577
MI-05,0,30-44,no_college,other,1432
MI-05,0,30-44,some_college,white,20737
MI-05,0,30-44,some_college,black,928
MI-05,0,30-44,some_college,hispanic,1237
MI-05,0,30-44,some_college,other,1123
MI-05,0,30-44,college_plus,white,14019
MI-05,0,30-44,college_plus,black,628
MI-05,0,30-44,college_plus,hispanic,836
MI-05,0,30-44,college_plus,other,759
MI-05,0,45-64,no_college,white,39969
MI-05,0,45-64,no_college,black,1789
MI-05,0,45-64,no_college,hispanic,2384
MI-05,0,45-64,no_college,other,2164
MI-05,0,45-64,some_college,white,31349
MI-05,0,45-64,some_college,black,1403
MI-05,0,45-64,some_college,hispanic,1870
MI-05,0,45-64,some_college,other,1697
MI-05,0,45-64,college_plus,white,21192
MI-05,0,45-64,college_plus,black,949
MI-05,0,45-64,college_plus,hispanic,1264
MI-05,0,45-64,college_plus,other,1147
MI-05,0,65+,no_college,white,25687
MI-05,0,65+,no_college,black,1150
MI-05,0,65+,no_college,hispanic,1532
MI-05,0,65+,no_college,other,1391
MI-05,0,65+,some_college,white,20147
MI-05,0,65+,some_college,black,902
MI-05,0,65+,some_college,hispanic,1202
MI-05,0,65+,some_college,other,1091
MI-05,0,65+,college_plus,white,13620
MI-05,0,65+,college_plus,black,610
MI-05,0,65+,college_plus,hispanic,812
MI-05,0,65+,college_plus,other,737
MI-05,1,18-29,no_college,white,19936
MI-05,1,18-29,no_college,black,892
MI-05,1,18-29,no_college,hispanic,1189
MI-05,1,18-29,no_college,other,1079
MI-05,1,18-29,some_college,white,15636
MI-05,1,18-29,some_college,black,700
MI-05,1,18-29,some_college,hispanic,933
MI-05,1,18-29,some_college,other,847
MI-05,1,18-29,college_plus,white,10570
MI-05,1,18-29,college_plus,black,473
MI-05,1,18-29,college_plus,hispanic,630
MI-05,1,18-29,college_plus,other,572
MI-05,1,30-44,no_college,white,24241
MI-05,1,30-44,no_college,black,1085
MI-05,1,30-44,no_college,hispanic,1446
MI-05,1,30-44,no_college,other,1313
MI-05,1,30-44,some_college,white,19013
MI-05,1,30-44,some_college,black,851
MI-05,1,30-44,some_college,hispanic,1134
MI-05,1,30-44,some_college,other,1029
MI-05,1,30-44,college_plus,white,12853
MI-05,1,30-44,college_plus,black,575
MI-05,1,30-44,college_plus,hispanic,767
MI-05,1,30-44,college_plus,other,696
MI-05,1,45-64,no_college,white,38719
MI-05,1,45-64,no_college,black,1733
MI-05,1,45-64,no_college,hispanic,2309
MI-05,1,45-64,no_college,other,2097
MI-05,1,45-64,some_college,white,30368
MI-05,1,45-64,some_college,black,1359
MI-05,1,45-64,some_college,hispanic,1811
MI-05,1,45-64,some_college,other,1644
MI-05,1,45-64,college_plus,white,20529
MI-05,1,45-64,college_plus,black,919
MI-05,1,45-64,college_plus,hispanic,1224
MI-05,1,45-64,college_plus,other,1112
MI-05,1,65+,no_college,white,30207
MI-05,1,65+,no_college,black,1352
MI-05,1,65+,no_college,hispanic,1802
MI-05,1,65+,no_college,other,1636
MI-05,1,65+,some_college,white,23692
MI-05,1,65+,some_college,black,1061
MI-05,1,65+,some_college,hispanic,1413
MI-05,1,65+,some_college,other,1283
MI-05,1,65+,college_plus,white,16016
MI-05,1,65+,college_plus,black,717
MI-05,1,65+,college_plus,hispanic,955
MI-05,1,65+,college_plus,other,867
MI-06,0,18-29,no_college,white,12088
MI-06,0,18-29,no_college,black,1690
MI-06,0,18-29,no_college,hispanic,795
MI-06,0,18-29,no_college,other,2606
MI-06,0,18-29,some_college,white,14184
MI-06,0,18-29,some_college,black,1983
MI-06,0,18-29,some_college,hispanic,933
MI-06,0,18-29,some_college,other,3057
MI-06,0,18-29,college_plus,white,27411
MI-06,0,18-29,college_plus,black,3832
MI-06,0,18-29,college_plus,hispanic,1804
MI-06,0,18-29,college_plus,other,5909
MI-06,0,30-44,no_college,white,11329
MI-06,0,30-44,no_college,black,1584
MI-06,0,30-44,no_college,hispanic,746
MI-06,0,30-44,no_college,other,2442
MI-06,0,30-44,some_college,white,13294
MI-06,0,30-44,some_college,black,1859
MI-06,0,30-44,some_college,hispanic,875
MI-06,0,30-44,some_college,other,2866
MI-06,0,30-44,college_plus,white,25691
MI-06,0,30-44,college_plus,black,3592
MI-06,0,30-44,college_plus,hispanic,1691
MI-06,0,30-44,college_plus,other,5538
MI-06,0,45-64,no_college,white,15523
MI-06,0,45-64,no_college,black,2170
MI-06,0,45-64,no_college,hispanic,1022
MI-06,0,45-64,no_college,other,3346
MI-06,0,45-64,some_college,white,18215
MI-06,0,45-64,some_college,black,2547
MI-06,0,45-64,some_college,hispanic,1199
MI-06,0,45-64,some_college,other,3926
MI-06,0,45-64,college_plus,white,35202
MI-06,0,45-64,college_plus,black,4922
MI-06,0,45-64,college_plus,hispanic,2317
MI-06,0,45-64,college_plus,other,7588
MI-06,0,65+,no_college,white,8909
MI-06,0,65+,no_college,black,1246
MI-06,0,65+,no_college,hispanic,586
MI-06,0,65+,no_college,other,1920
MI-06,0,65+,some_college,white,10454
MI-06,0,65+,some_college,black,1462
MI-06,0,65+,some_college,hispanic,688
MI-06,0,65+,some_college,other,2253
MI-06,0,65+,college_plus,white,20203
MI-06,0,65+,college_plus,black,2825
MI-06,0,65+,college_plus,hispanic,1330
MI-06,0,65+,college_plus,other,4355
MI-06,1,18-29,no_college,white,11527
MI-06,1,18-29,no_college,black,1612
MI-06,1,18-29,no_college,hispanic,759
MI-06,1,18-29,no_college,other,2485
MI-06,1,18-29,some_college,white,13526
MI-06,1,18-29,some_college,black,1891
MI-06,1,18-29,some_college,hispanic,890
MI-06,1,18-29,some_college,other,2916
MI-06,1,18-29,college_plus,white,26139
MI-06,1,18-29,college_plus,black,3655
MI-06,1,18-29,college_plus,hispanic,1720
MI-06,1,18-29,college_plus,other,5634
MI-06,1,30-44,no_college,white,10908
MI-06,1,30-44,no_college,black,1525
MI-06,1,30-44,no_college,hispanic,718
MI-06,1,30-44,no_college,other,2351
MI-06,1,30-44,some_college,white,12799
MI-06,1,30-44,some_college,black,1790
MI-06,1,30-44,some_college,hispanic,842
MI-06,1,30-44,some_college,other,2759
MI-06,1,30-44,college_plus,white,24735
MI-06,1,30-44,college_plus,black,3458
MI-06,1,30-44,college_plus,hispanic,1628
MI-06,1,30-44,college_plus,other,5332
MI-06,1,45-64,no_college,white,15945
MI-06,1,45-64,no_college,black,2229
MI-06,1,45-64,no_college,hispanic,1049
MI-06,1,45-64,no_college,other,3437
MI-06,1,45-64,some_college,white,18710
MI-06,1,45-64,some_college,black,2616
MI-06,1,45-64,some_college,hispanic,1231
MI-06,1,45-64,some_college,other,4033
MI-06,1,45-64,college_plus,white,36158
MI-06,1,45-64,college_plus,black,5056
MI-06,1,45-64,college_plus,hispanic,2379
MI-06,1,45-64,college_plus,other,7794
MI-06,1,65+,no_college,white,11251
MI-06,1,65+,no_college,black,1573
MI-06,1,65+,no_college,hispanic,740
MI-06,1,65+,no_college,other,2425
MI-06,1,65+,some_college,white,13202
MI-06,1,65+,some_college,black,1846
MI-06,1,65+,some_college,hispanic,869
MI-06,1,65+,some_college,other,2846
MI-06,1,65+,college_plus,white,25513
MI-06,1,65+,college_plus,black,3567
MI-06,1,65+,college_plus,hispanic,1679
MI-06,1,65+,college_plus,other,5499
MI-07,0,18-29,no_college,white,17750
MI-07,0,18-29,no_college,black,1208
MI-07,0,18-29,no_college,hispanic,1193
MI-07,0,18-29,no_college,other,1611
MI-07,0,18-29,some_college,white,20080
MI-07,0,18-29,some_college,black,1366
MI-07,0,18-29,some_college,hispanic,1349
MI-07,0,18-29,some_college,other,1823
MI-07,0,18-29,college_plus,white,21529
MI-07,0,18-29,college_plus,black,1465
MI-07,0,18-29,college_plus,hispanic,1446
MI-07,0,18-29,college_plus,other,1954
MI-07,0,30-44,no_college,white,17165
MI-07,0,30-44,no_college,black,1168
MI-07,0,30-44,no_college,hispanic,1153
MI-07,0,30-44,no_college,other,1558
MI-07,0,30-44,some_college,white,19418
MI-07,0,30-44,some_college,black,1321
MI-07,0,30-44,some_college,hispanic,1305
MI-07,0,30-44,some_college,other,1763
MI-07,0,30-44,college_plus,white,20819
MI-07,0,30-44,college_plus,black,1416
MI-07,0,30-44,college_plus,hispanic,1399
MI-07,0,30-44,college_plus,other,1890
MI-07,0,45-64,no_college,white,24293
MI-07,0,45-64,no_college,black,1653
MI-07,0,45-64,no_college,hispanic,1632
MI-07,0,45-64,no_college,other,2205
MI-07,0,45-64,some_college,white,27482
MI-07,0,45-64,some_college,black,1870
MI-07,0,45-64,some_college,hispanic,1846
MI-07,0,45-64,some_college,other,2495
MI-07,0,45-64,college_plus,white,29465
MI-07,0,45-64,college_plus,black,2005
MI-07,0,45-64,college_plus,hispanic,1980
MI-07,0,45-64,college_plus,other,2675
MI-07,0,65+,no_college,white,14477
MI-07,0,65+,no_college,black,985
MI-07,0,65+,no_college,hispanic,973
MI-07,0,65+,no_college,other,1314
MI-07,0,65+,some_college,white,16377
MI-07,0,65+,some_college,black,1114
MI-07,0,65+,some_college,hispanic,1100
MI-07,0,65+,some_college,other,1487
MI-07,0,65+,college_plus,white,17559
MI-07,0,65+,college_plus,black,1195
MI-07,0,65+,college_plus,hispanic,1180
MI-07,0,65+,college_plus,other,1594
MI-07,1,18-29,no_college,white,17184
MI-07,1,18-29,no_college,black,1169
MI-07,1,18-29,no_college,hispanic,1155
MI-07,1,18-29,no_college,other,1560
MI-07,1,18-29,some_college,white,19440
MI-07,1,18-29,some_college,black,1323
MI-07,1,18-29,some_college,hispanic,1306
MI-07,1,18-29,some_college,other,1765
MI-07,1,18-29,college_plus,white,20843
MI-07,1,18-29,college_plus,black,1418
MI-07,1,18-29,college_plus,hispanic,1400
MI-07,1,18-29,college_plus,other,1892
MI-07,1,30-44,no_college,white,16724
MI-07,1,30-44,no_college,black,1138
MI-07,1,30-44,no_college,hispanic,1124
MI-07,1,30-44,no_college,other,1518
MI-07,1,30-44,some_college,white,18920
MI-07,1,30-44,some_college,black,1287
MI-07,1,30-44,some_college,hispanic,1271
MI-07,1,30-44,some_college,other,1717
MI-07,1,30-44,college_plus,white,20284
MI-07,1,30-44,college_plus,black,1380
MI-07,1,30-44,college_plus,hispanic,1363
MI-07,1,30-44,college_plus,other,1841
MI-07,1,45-64,no_college,white,24935
MI-07,1,45-64,no_college,black,1696
MI-07,1,45-64,no_college,hispanic,1675
MI-07,1,45-64,no_college,other,2263
MI-07,1,45-64,some_college,white,28208
MI-07,1,45-64,some_college,black,1919
MI-07,1,45-64,some_college,hispanic,1895
MI-07,1,45-64,some_college,other,2560
MI-07,1,45-64,college_plus,white,30243
MI-07,1,45-64,college_plus,black,2058
MI-07,1,45-64,college_plus,hispanic,2032
MI-07,1,45-64,college_plus,other,2745
MI-07,1,65+,no_college,white,17148
MI-07,1,65+,no_college,black,1167
MI-07,1,65+,no_college,hispanic,1152
MI-07,1,65+,no_college,other,1557
MI-07,1,65+,some_college,white,19400
MI-07,1,65+,some_college,black,1320
MI-07,1,65+,some_college,hispanic,1303
MI-07,1,65+,some_college,other,1761
MI-07,1,65+,college_plus,white,20799
MI-07,1,65+,college_plus,black,1415
MI-07,1,65+,college_plus,hispanic,1397
MI-07,1,65+,college_plus,other,1888
MI-08,0,18-29,no_college,white,17827
MI-08,0,18-29,no_college,black,3570
MI-08,0,18-29,no_college,hispanic,1262
MI-08,0,18-29,no_college,other,1221
MI-08,0,18-29,some_college,white,15915
MI-08,0,18-29,some_college,black,3187
MI-08,0,18-29,some_college,hispanic,1127
MI-08,0,18-29,some_college,other,1090
MI-08,0,18-29,college_plus,white,10605
MI-08,0,18-29,college_plus,black,2123
MI-08,0,18-29,college_plus,hispanic,751
MI-08,0,18-29,college_plus,other,727
MI-08,0,30-44,no_college,white,20201
MI-08,0,30-44,no_college,black,4045
MI-08,0,30-44,no_college,hispanic,1430
MI-08,0,30-44,no_college,other,1384
MI-08,0,30-44,some_college,white,18035
MI-08,0,30-44,some_college,black,3611
MI-08,0,30-44,some_college,hispanic,1277
MI-08,0,30-44,some_college,other,1236
MI-08,0,30-44,college_plus,white,12017
MI-08,0,30-44,college_plus,black,2406
MI-08,0,30-44,college_plus,hispanic,851
MI-08,0,30-44,college_plus,other,823
MI-08,0,45-64,no_college,white,30376
MI-08,0,45-64,no_college,black,6082
MI-08,0,45-64,no_college,hispanic,2151
MI-08,0,45-64,no_college,other,2081
MI-08,0,45-64,some_college,white,27119
MI-08,0,45-64,some_college,black,5430
MI-08,0,45-64,some_college,hispanic,1920
MI-08,0,45-64,some_college,other,1858
MI-08,0,45-64,college_plus,white,18070
MI-08,0,45-64,college_plus,black,3618
MI-08,0,45-64,college_plus,hispanic,1279
MI-08,0,45-64,college_plus,other,1238
MI-08,0,65+,no_college,white,19373
MI-08,0,65+,no_college,black,3879
MI-08,0,65+,no_college,hispanic,1372
MI-08,0,65+,no_college,other,1327
MI-08,0,65+,some_college,white,17295
MI-08,0,65+,some_college,black,3463
MI-08,0,65+,some_college,hispanic,1225
MI-08,0,65+,some_college,other,1185
MI-08,0,65+,college_plus,white,11524
MI-08,0,65+,college_plus,black,2308
MI-08,0,65+,college_plus,hispanic,816
MI-08,0,65+,college_plus,other,790
MI-08,1,18-29,no_college,white,17393
MI-08,1,18-29,no_college,black,3483
MI-08,1,18-29,no_college,hispanic,1232
MI-08,1,18-29,no_college,other,1192
MI-08,1,18-29,some_college,white,15528
MI-08,1,18-29,some_college,black,3109
MI-08,1,18-29,some_college,hispanic,1099
MI-08,1,18-29,some_college,other,1064
MI-08,1,18-29,college_plus,white,10347
MI-08,1,18-29,college_plus,black,2072
MI-08,1,18-29,college_plus,hispanic,733
MI-08,1,18-29,college_plus,other,709
MI-08,1,30-44,no_college,white,20640
MI-08,1,30-44,no_college,black,4133
MI-08,1,30-44,no_college,hispanic,1461
MI-08,1,30-44,no_college,other,1414
MI-08,1,30-44,some_college,white,18426
MI-08,1,30-44,some_college,black,3690
MI-08,1,30-44,some_college,hispanic,1305
MI-08,1,30-44,some_college,other,1262
MI-08,1,30-44,college_plus,white,12278
MI-08,1,30-44,college_plus,black,2459
MI-08,1,30-44,college_plus,hispanic,869
MI-08,1,30-44,college_plus,other,841
MI-08,1,45-64,no_college,white,31668
MI-08,1,45-64,no_college,black,6341
MI-08,1,45-64,no_college,hispanic,2242
MI-08,1,45-64,no_college,other,2170
MI-08,1,45-64,some_college,white,28272
MI-08,1,45-64,some_college,black,5661
MI-08,1,45-64,some_college,hispanic,2002
MI-08,1,45-64,some_college,other,1937
MI-08,1,45-64,college_plus,white,18838
MI-08,1,45-64,college_plus,black,3772
MI-08,1,45-64,college_plus,hispanic,1334
MI-08,1,45-64,college_plus,other,1291
MI-08,1,65+,no_college,white,24551
MI-08,1,65+,no_college,black,4916
MI-08,1,65+,no_college,hispanic,1738
MI-08,1,65+,no_college,other,1682
MI-08,1,65+,some_college,white,21918
MI-08,1,65+,some_college,black,4389
MI-08,1,65+,some_college,hispanic,1552
MI-08,1,65+,some_college,other,1502
MI-08,1,65+,college_plus,white,14605
MI-08,1,65+,college_plus,black,2924
MI-08,1,65+,college_plus,hispanic,1034
MI-08,1,65+,college_plus,other,1001
MI-09,0,18-29,no_college,white,18550
MI-09,0,18-29,no_college,black,531
MI-09,0,18-29,no_college,hispanic,809
MI-09,0,18-29,no_college,other,932
MI-09,0,18-29,some_college,white,17126
MI-09,0,18-29,some_college,black,490
MI-09,0,18-29,some_college,hispanic,747
MI-09,0,18-29,some_college,other,860
MI-09,0,18-29,college_plus,white,13932
MI-09,0,18-29,college_plus,black,399
MI-09,0,18-29,college_plus,hispanic,607
MI-09,0,18-29,college_plus,other,700
MI-09,0,30-44,no_college,white,22326
MI-09,0,30-44,no_college,black,639
MI-09,0,30-44,no_college,hispanic,973
MI-09,0,30-44,no_college,other,1121
MI-09,0,30-44,some_college,white,20612
MI-09,0,30-44,some_college,black,590
MI-09,0,30-44,some_college,hispanic,899
MI-09,0,30-44,some_college,other,1035
MI-09,0,30-44,college_plus,white,16768
MI-09,0,30-44,college_plus,black,480
MI-09,0,30-44,college_plus,hispanic,731
MI-09,0,30-44,college_plus,other,842
MI-09,0,45-64,no_college,white,38516
MI-09,0,45-64,no_college,black,1103
MI-09,0,45-64,no_college,hispanic,1679
MI-09,0,45-64,no_college,other,1934
MI-09,0,45-64,some_college,white,35560
MI-09,0,45-64,some_college,black,1018
MI-09,0,45-64,some_college,hispanic,1550
MI-09,0,45-64,some_college,other,1786
MI-09,0,45-64,college_plus,white,28928
MI-09,0,45-64,college_plus,black,828
MI-09,0,45-64,college_plus,hispanic,1261
MI-09,0,45-64,college_plus,other,1453
MI-09,0,65+,no_college,white,21616
MI-09,0,65+,no_college,black,619
MI-09,0,65+,no_college,hispanic,942
MI-09,0,65+,no_college,other,1086
MI-09,0,65+,some_college,white,19957
MI-09,0,65+,some_college,black,571
MI-09,0,65+,some_college,hispanic,870
MI-09,0,65+,some_college,other,1002
MI-09,0,65+,college_plus,white,16235
MI-09,0,65+,college_plus,black,465
MI-09,0,65+,college_plus,hispanic,708
MI-09,0,65+,college_plus,other,815
MI-09,1,18-29,no_college,white,15839
MI-09,1,18-29,no_college,black,454
MI-09,1,18-29,no_college,hispanic,690
MI-09,1,18-29,no_college,other,795
MI-09,1,18-29,some_college,white,14623
MI-09,1,18-29,some_college,black,419
MI-09,1,18-29,some_college,hispanic,637
MI-09,1,18-29,some_college,other,734
MI-09,1,18-29,college_plus,white,11896
MI-09,1,18-29,college_plus,black,341
MI-09,1,18-29,college_plus,hispanic,519
MI-09,1,18-29,college_plus,other,597
MI-09,1,30-44,no_college,white,22050
MI-09,1,30-44,no_college,black,631
MI-09,1,30-44,no_college,hispanic,961
MI-09,1,30-44,no_college,other,1107
MI-09,1,30-44,some_college,white,20357
MI-09,1,30-44,some_college,black,583
MI-09,1,30-44,some_college,hispanic,887
MI-09,1,30-44,some_college,other,1022
MI-09,1,30-44,college_plus,white,16561
MI-09,1,30-44,college_plus,black,474
MI-09,1,30-44,college_plus,hispanic,722
MI-09,1,30-44,college_plus,other,832
MI-09,1,45-64,no_college,white,37908
MI-09,1,45-64,no_college,black,1085
MI-09,1,45-64,no_college,hispanic,1653
MI-09,1,45-64,no_college,other,1904
MI-09,1,45-64,some_college,white,34998
MI-09,1,45-64,some_college,black,1002
MI-09,1,45-64,some_college,hispanic,1526
MI-09,1,45-64,some_college,other,1758
MI-09,1,45-64,college_plus,white,28471
MI-09,1,45-64,college_plus,black,815
MI-09,1,45-64,college_plus,hispanic,1241
MI-09,1,45-64,college_plus,other,1430
MI-09,1,65+,no_college,white,25206
MI-09,1,65+,no_college,black,722
MI-09,1,65+,no_college,hispanic,1099
MI-09,1,65+,no_college,other,1266
MI-09,1,65+,some_college,white,23271
MI-09,1,65+,some_college,black,666
MI-09,1,65+,some_college,hispanic,1014
MI-09,1,65+,some_college,other,1169
MI-09,1,65+,college_plus,white,18931
MI-09,1,65+,college_plus,black,542
MI-09,1,65+,college_plus,hispanic,825
MI-09,1,65+,college_plus,other,951
MI-10,0,18-29,no_college,white,16646
MI-10,0,18-29,no_college,black,2952
MI-10,0,18-29,no_college,hispanic,642
MI-10,0,18-29,no_college,other,2355
MI-10,0,18-29,some_college,white,14652
MI-10,0,18-29,some_college,black,2599
MI-10,0,18-29,some_college,hispanic,565
MI-10,0,18-29,some_college,other,2073
MI-10,0,18-29,college_plus,white,12986
MI-10,0,18-29,college_plus,black,2303
MI-10,0,18-29,college_plus,hispanic,501
MI-10,0,18-29,college_plus,other,1837
MI-10,0,30-44,no_college,white,20293
MI-10,0,30-44,no_college,black,3599
MI-10,0,30-44,no_college,hispanic,783
MI-10,0,30-44,no_college,other,2871
MI-10,0,30-44,some_college,white,17861
MI-10,0,30-44,some_college,black,3168
MI-10,0,30-44,some_college,hispanic,689
MI-10,0,30-44,some_college,other,2527
MI-10,0,30-44,college_plus,white,15831
MI-10,0,30-44,college_plus,black,2808
MI-10,0,30-44,college_plus,hispanic,611
MI-10,0,30-44,college_plus,other,2240
MI-10,0,45-64,no_college,white,28799
MI-10,0,45-64,no_college,black,5108
MI-10,0,45-64,no_college,hispanic,1111
MI-10,0,45-64,no_college,other,4074
MI-10,0,45-64,some_college,white,25348
MI-10,0,45-64,some_college,black,4496
MI-10,0,45-64,some_college,hispanic,978
MI-10,0,45-64,some_college,other,3586
MI-10,0,45-64,college_plus,white,22467
MI-10,0,45-64,college_plus,black,3984
MI-10,0,45-64,college_plus,hispanic,867
MI-10,0,45-64,college_plus,other,3178
MI-10,0,65+,no_college,white,16576
MI-10,0,65+,no_college,black,2940
MI-10,0,65+,no_college,hispanic,640
MI-10,0,65+,no_college,other,2345
MI-10,0,65+,some_college,white,14590
MI-10,0,65+,some_college,black,2588
MI-10,0,65+,some_college,hispanic,563
MI-10,0,65+,some_college,other,2064
MI-10,0,65+,college_plus,white,12931
MI-10,0,65+,college_plus,black,2293
MI-10,0,65+,college_plus,hispanic,499
MI-10,0,65+,college_plus,other,1829
MI-10,1,18-29,no_college,white,16579
MI-10,1,18-29,no_college,black,2940
MI-10,1,18-29,no_college,hispanic,640
MI-10,1,18-29,no_college,other,2346
MI-10,1,18-29,some_college,white,14592
MI-10,1,18-29,some_college,black,2588
MI-10,1,18-29,some_college,hispanic,563
MI-10,1,18-29,some_college,other,2064
MI-10,1,18-29,college_plus,white,12934
MI-10,1,18-29,college_plus,black,2294
MI-10,1,18-29,college_plus,hispanic,499
MI-10,1,18-29,college_plus,other,1830
MI-10,1,30-44,no_college,white,20121
MI-10,1,30-44,no_college,black,3568
MI-10,1,30-44,no_college,hispanic,776
MI-10,1,30-44,no_college,other,2847
MI-10,1,30-44,some_college,white,17710
MI-10,1,30-44,some_college,black,3141
MI-10,1,30-44,some_college,hispanic,683
MI-10,1,30-44,some_college,other,2505
MI-10,1,30-44,college_plus,white,15696
MI-10,1,30-44,college_plus,black,2784
MI-10,1,30-44,college_plus,hispanic,606
MI-10,1,30-44,college_plus,other,2221
MI-10,1,45-64,no_college,white,29723
MI-10,1,45-64,no_college,black,5271
MI-10,1,45-64,no_college,hispanic,1147
MI-10,1,45-64,no_college,other,4205
MI-10,1,45-64,some_college,white,26162
MI-10,1,45-64,some_college,black,4640
MI-10,1,45-64,some_college,hispanic,1010
MI-10,1,45-64,some_college,other,3701
MI-10,1,45-64,college_plus,white,23187
MI-10,1,45-64,college_plus,black,4112
MI-10,1,45-64,college_plus,hispanic,895
MI-10,1,45-64,college_plus,other,3280
MI-10,1,65+,no_college,white,21965
MI-10,1,65+,no_college,black,3896
MI-10,1,65+,no_college,hispanic,848
MI-10,1,65+,no_college,other,3108
MI-10,1,65+,some_college,white,19333
MI-10,1,65+,some_college,black,3429
MI-10,1,65+,some_college,hispanic,746
MI-10,1,65+,some_college,other,2735
MI-10,1,65+,college_plus,white,17136
MI-10,1,65+,college_plus,black,3039
MI-10,1,65+,college_plus,hispanic,661
MI-10,1,65+,college_plus,other,2424
MI-11,0,18-29,no_college,white,10659
MI-11,0,18-29,no_college,black,2019
MI-11,0,18-29,no_college,hispanic,788
MI-11,0,18-29,no_college,other,2061
MI-11,0,18-29,some_college,white,11586
MI-11,0,18-29,some_college,black,2195
MI-11,0,18-29,some_college,hispanic,857
MI-11,0,18-29,some_college,other,2241
MI-11,0,18-29,college_plus,white,21886
MI-11,0,18-29,college_plus,black,4145
MI-11,0,18-29,college_plus,hispanic,1619
MI-11,0,18-29,college_plus,other,4233
MI-11,0,30-44,no_college,white,13162
MI-11,0,30-44,no_college,black,2493
MI-11,0,30-44,no_college,hispanic,973
MI-11,0,30-44,no_college,other,2546
MI-11,0,30-44,some_college,white,14308
MI-11,0,30-44,some_college,black,2710
MI-11,0,30-44,some_college,hispanic,1058
MI-11,0,30-44,some_college,other,2767
MI-11,0,30-44,college_plus,white,27027
MI-11,0,30-44,college_plus,black,5119
MI-11,0,30-44,college_plus,hispanic,1999
MI-11,0,30-44,college_plus,other,5227
MI-11,0,45-64,no_college,white,17193
MI-11,0,45-64,no_college,black,3257
MI-11,0,45-64,no_college,hispanic,1271
MI-11,0,45-64,no_college,other,3325
MI-11,0,45-64,some_college,white,18690
MI-11,0,45-64,some_college,black,3540
MI-11,0,45-64,some_college,hispanic,1382
MI-11,0,45-64,some_college,other,3615
MI-11,0,45-64,college_plus,white,35304
MI-11,0,45-64,college_plus,black,6687
MI-11,0,45-64,college_plus,hispanic,2611
MI-11,0,45-64,college_plus,other,6828
MI-11,0,65+,no_college,white,10008
MI-11,0,65+,no_college,black,1896
MI-11,0,65+,no_college,hispanic,740
MI-11,0,65+,no_college,other,1936
MI-11,0,65+,some_college,white,10879
MI-11,0,65+,some_college,black,2061
MI-11,0,65+,some_college,hispanic,805
MI-11,0,65+,some_college,other,2104
MI-11,0,65+,college_plus,white,20550
MI-11,0,65+,college_plus,black,3892
MI-11,0,65+,college_plus,hispanic,1520
MI-11,0,65+,college_plus,other,3974
MI-11,1,18-29,no_college,white,9961
MI-11,1,18-29,no_college,black,1887
MI-11,1,18-29,no_college,hispanic,737
MI-11,1,18-29,no_college,other,1926
MI-11,1,18-29,some_college,white,10828
MI-11,1,18-29,some_college,black,2051
MI-11,1,18-29,some_college,hispanic,801
MI-11,1,18-29,some_college,other,2094
MI-11,1,18-29,college_plus,white,20453
MI-11,1,18-29,college_plus,black,3874
MI-11,1,18-29,college_plus,hispanic,1513
MI-11,1,18-29,college_plus,other,3956
MI-11,1,30-44,no_college,white,12301
MI-11,1,30-44,no_college,black,2330
MI-11,1,30-44,no_college,hispanic,910
MI-11,1,30-44,no_college,other,2379
MI-11,1,30-44,some_college,white,13371
MI-11,1,30-44,some_college,black,2533
MI-11,1,30-44,some_college,hispanic,989
MI-11,1,30-44,some_college,other,2586
MI-11,1,30-44,college_plus,white,25258
MI-11,1,30-44,college_plus,black,4784
MI-11,1,30-44,college_plus,hispanic,1868
MI-11,1,30-44,college_plus,other,4885
MI-11,1,45-64,no_college,white,17831
MI-11,1,45-64,no_college,black,3377
MI-11,1,45-64,no_college,hispanic,1319
MI-11,1,45-64,no_college,other,3448
MI-11,1,45-64,some_college,white,19383
MI-11,1,45-64,some_college,black,3671
MI-11,1,45-64,some_college,hispanic,1433
MI-11,1,45-64,some_college,other,3749
MI-11,1,45-64,college_plus,white,36613
MI-11,1,45-64,college_plus,black,6935
MI-11,1,45-64,college_plus,hispanic,2708
MI-11,1,45-64,college_plus,other,7081
MI-11,1,65+,no_college,white,12396
MI-11,1,65+,no_college,black,2348
MI-11,1,65+,no_college,hispanic,917
MI-11,1,65+,no_college,other,2397
MI-11,1,65+,some_college,white,13475
MI-11,1,65+,some_college,black,2552
MI-11,1,65+,some_college,hispanic,996
MI-11,1,65+,some_college,other,2606
MI-11,1,65+,college_plus,white,25453
MI-11,1,65+,college_plus,black,4821
MI-11,1,65+,college_plus,hispanic,1882
MI-11,1,65+,college_plus,other,4923
MI-12,0,18-29,no_college,white,11426
MI-12,0,18-29,no_college,black,10855
MI-12,0,18-29,no_college,hispanic,770
MI-12,0,18-29,no_college,other,1550
MI-12,0,18-29,some_college,white,10008
MI-12,0,18-29,some_college,black,9508
MI-12,0,18-29,some_college,hispanic,674
MI-12,0,18-29,some_college,other,1358
MI-12,0,18-29,college_plus,white,7676
MI-12,0,18-29,college_plus,black,7292
MI-12,0,18-29,college_plus,hispanic,517
MI-12,0,18-29,college_plus,other,1041
MI-12,0,30-44,no_college,white,12299
MI-12,0,30-44,no_college,black,11685
MI-12,0,30-44,no_college,hispanic,829
MI-12,0,30-44,no_college,other,1668
