cd_clean,female,age_bin,educ_bin,race_bin,population
CT-05,1,18-29,college_plus,white,12457
CT-05,1,18-29,college_plus,black,1704
CT-05,1,18-29,college_plus,hispanic,4285
CT-05,1,18-29,college_plus,other,1819
CT-05,1,30-44,no_college,white,15361
CT-05,1,30-44,no_college,black,2101
CT-05,1,30-44,no_college,hispanic,5284
CT-05,1,30-44,no_college,other,2243
CT-05,1,30-44,some_college,white,10399
CT-05,1,30-44,some_college,black,1422
CT-05,1,30-44,some_college,hispanic,3577
CT-05,1,30-44,some_college,other,1518
CT-05,1,30-44,college_plus,white,15761
CT-05,1,30-44,college_plus,black,2155
CT-05,1,30-44,college_plus,hispanic,5422
CT-05,1,30-44,college_plus,other,2301
CT-05,1,45-64,no_college,white,23254
CT-05,1,45-64,no_college,black,3180
CT-05,1,45-64,no_college,hispanic,8000
CT-05,1,45-64,no_college,other,3395
CT-05,1,45-64,some_college,white,15743
CT-05,1,45-64,some_college,black,2153
CT-05,1,45-64,some_college,hispanic,5416
CT-05,1,45-64,some_college,other,2299
CT-05,1,45-64,college_plus,white,23859
CT-05,1,45-64,college_plus,black,3263
CT-05,1,45-64,college_plus,hispanic,8208
CT-05,1,45-64,college_plus,other,3484
CT-05,1,65+,no_college,white,16156
CT-05,1,65+,no_college,black,2209
CT-05,1,65+,no_college,hispanic,5558
CT-05,1,65+,no_college,other,2359
CT-05,1,65+,some_college,white,10938
CT-05,1,65+,some_college,black,1496
CT-05,1,65+,some_college,hispanic,3763
CT-05,1,65+,some_college,other,1597
CT-05,1,65+,college_plus,white,16576
CT-05,1,65+,college_plus,black,2267
CT-05,1,65+,college_plus,hispanic,5702
CT-05,1,65+,college_plus,other,2420
CT-ZZ,0,18-29,no_college,white,1
CT-ZZ,0,18-29,no_college,black,1
CT-ZZ,0,18-29,no_college,hispanic,1
CT-ZZ,0,18-29,no_college,other,1
CT-ZZ,0,18-29,some_college,white,1
CT-ZZ,0,18-29,some_college,black,1
CT-ZZ,0,18-29,some_college,hispanic,1
CT-ZZ,0,18-29,some_college,other,1
CT-ZZ,0,18-29,college_plus,white,1
CT-ZZ,0,18-29,college_plus,black,1
CT-ZZ,0,18-29,college_plus,hispanic,1
CT-ZZ,0,18-29,college_plus,other,1
CT-ZZ,0,30-44,no_college,white,1
CT-ZZ,0,30-44,no_college,black,1
CT-ZZ,0,30-44,no_college,hispanic,1
CT-ZZ,0,30-44,no_college,other,1
CT-ZZ,0,30-44,some_college,white,1
CT-ZZ,0,30-44,some_college,black,1
CT-ZZ,0,30-44,some_college,hispanic,1
CT-ZZ,0,30-44,some_college,other,1
CT-ZZ,0,30-44,college_plus,white,1
CT-ZZ,0,30-44,college_plus,black,1
CT-ZZ,0,30-44,college_plus,hispanic,1
CT-ZZ,0,30-44,college_plus,other,1
CT-ZZ,0,45-64,no_college,white,1
CT-ZZ,0,45-64,no_college,black,1
CT-ZZ,0,45-64,no_college,hispanic,1
CT-ZZ,0,45-64,no_college,other,1
CT-ZZ,0,45-64,some_college,white,1
CT-ZZ,0,45-64,some_college,black,1
CT-ZZ,0,45-64,some_college,hispanic,1
CT-ZZ,0,45-64,some_college,other,1
CT-ZZ,0,45-64,college_plus,white,1
CT-ZZ,0,45-64,college_plus,black,1
CT-ZZ,0,45-64,college_plus,hispanic,1
CT-ZZ,0,45-64,college_plus,other,1
CT-ZZ,0,65+,no_college,white,1
CT-ZZ,0,65+,no_college,black,1
CT-ZZ,0,65+,no_college,hispanic,1
CT-ZZ,0,65+,no_college,other,1
CT-ZZ,0,65+,some_college,white,1
CT-ZZ,0,65+,some_college,black,1
CT-ZZ,0,65+,some_college,hispanic,1
CT-ZZ,0,65+,some_college,other,1
CT-ZZ,0,65+,college_plus,white,1
CT-ZZ,0,65+,college_plus,black,1
CT-ZZ,0,65+,college_plus,hispanic,1
CT-ZZ,0,65+,college_plus,other,1
CT-ZZ,1,18-29,no_college,white,1
CT-ZZ,1,18-29,no_college,black,1
CT-ZZ,1,18-29,no_college,hispanic,1
CT-ZZ,1,18-29,no_college,other,1
CT-ZZ,1,18-29,some_college,white,1
CT-ZZ,1,18-29,some_college,black,1
CT-ZZ,1,18-29,some_college,hispanic,1
CT-ZZ,1,18-29,some_college,other,1
CT-ZZ,1,18-29,college_plus,white,1
CT-ZZ,1,18-29,college_plus,black,1
CT-ZZ,1,18-29,college_plus,hispanic,1
CT-ZZ,1,18-29,college_plus,other,1
CT-ZZ,1,30-44,no_college,white,1
CT-ZZ,1,30-44,no_college,black,1
CT-ZZ,1,30-44,no_college,hispanic,1
CT-ZZ,1,30-44,no_college,other,1
CT-ZZ,1,30-44,some_college,white,1
CT-ZZ,1,30-44,some_college,black,1
CT-ZZ,1,30-44,some_college,hispanic,1
CT-ZZ,1,30-44,some_college,other,1
CT-ZZ,1,30-44,college_plus,white,1
CT-ZZ,1,30-44,college_plus,black,1
CT-ZZ,1,30-44,college_plus,hispanic,1
CT-ZZ,1,30-44,college_plus,other,1
CT-ZZ,1,45-64,no_college,white,1
CT-ZZ,1,45-64,no_college,black,1
CT-ZZ,1,45-64,no_college,hispanic,1
CT-ZZ,1,45-64,no_college,other,1
CT-ZZ,1,45-64,some_college,white,1
CT-ZZ,1,45-64,some_college,black,1
CT-ZZ,1,45-64,some_college,hispanic,1
CT-ZZ,1,45-64,some_college,other,1
CT-ZZ,1,45-64,college_plus,white,1
CT-ZZ,1,45-64,college_plus,black,1
CT-ZZ,1,45-64,college_plus,hispanic,1
CT-ZZ,1,45-64,college_plus,other,1
CT-ZZ,1,65+,no_college,white,1
CT-ZZ,1,65+,no_college,black,1
CT-ZZ,1,65+,no_college,hispanic,1
CT-ZZ,1,65+,no_college,other,1
CT-ZZ,1,65+,some_college,white,1
CT-ZZ,1,65+,some_college,black,1
CT-ZZ,1,65+,some_college,hispanic,1
CT-ZZ,1,65+,some_college,other,1
CT-ZZ,1,65+,college_plus,white,1
CT-ZZ,1,65+,college_plus,black,1
CT-ZZ,1,65+,college_plus,hispanic,1
CT-ZZ,1,65+,college_plus,other,1
DC-00,0,18-29,no_college,white,5072
DC-00,0,18-29,no_college,black,6074
DC-00,0,18-29,no_college,hispanic,1606
DC-00,0,18-29,no_college,other,1203
DC-00,0,18-29,some_college,white,3416
DC-00,0,18-29,some_college,black,4091
DC-00,0,18-29,some_college,hispanic,1082
DC-00,0,18-29,some_college,other,810
DC-00,0,18-29,college_plus,white,14229
DC-00,0,18-29,college_plus,black,17040
DC-00,0,18-29,college_plus,hispanic,4505
DC-00,0,18-29,college_plus,other,3375
DC-00,0,30-44,no_college,white,7389
DC-00,0,30-44,no_college,black,8848
DC-00,0,30-44,no_college,hispanic,2339
DC-00,0,30-44,no_college,other,1753
DC-00,0,30-44,some_college,white,4977
DC-00,0,30-44,some_college,black,5960
DC-00,0,30-44,some_college,hispanic,1576
DC-00,0,30-44,some_college,other,1180
DC-00,0,30-44,college_plus,white,20729
DC-00,0,30-44,college_plus,black,24824
DC-00,0,30-44,college_plus,hispanic,6563
DC-00,0,30-44,college_plus,other,4917
DC-00,0,45-64,no_college,white,5641
DC-00,0,45-64,no_college,black,6755
DC-00,0,45-64,no_college,hispanic,1786
DC-00,0,45-64,no_college,other,1338
DC-00,0,45-64,some_college,white,3799
DC-00,0,45-64,some_college,black,4550
DC-00,0,45-64,some_college,hispanic,1203
DC-00,0,45-64,some_college,other,901
DC-00,0,45-64,college_plus,white,15824
DC-00,0,45-64,college_plus,black,18951
DC-00,0,45-64,college_plus,hispanic,5010
DC-00,0,45-64,college_plus,other,3753
DC-00,0,65+,no_college,white,2826
DC-00,0,65+,no_college,black,3384
DC-00,0,65+,no_college,hispanic,895
DC-00,0,65+,no_college,other,670
DC-00,0,65+,some_college,white,1903
DC-00,0,65+,some_college,black,2279
DC-00,0,65+,some_college,hispanic,603
DC-00,0,65+,some_college,other,451
DC-00,0,65+,college_plus,white,7927
DC-00,0,65+,college_plus,black,9493
DC-00,0,65+,college_plus,hispanic,2510
DC-00,0,65+,college_plus,other,1880
DC-00,1,18-29,no_college,white,6031
DC-00,1,18-29,no_college,black,7222
DC-00,1,18-29,no_college,hispanic,1909
DC-00,1,18-29,no_college,other,1430
DC-00,1,18-29,some_college,white,4062
DC-00,1,18-29,some_college,black,4864
DC-00,1,18-29,some_college,hispanic,1286
DC-00,1,18-29,some_college,other,963
DC-00,1,18-29,college_plus,white,16919
DC-00,1,18-29,college_plus,black,20261
DC-00,1,18-29,college_plus,hispanic,5357
DC-00,1,18-29,college_plus,other,4013
DC-00,1,30-44,no_college,white,7677
DC-00,1,30-44,no_college,black,9194
DC-00,1,30-44,no_college,hispanic,2431
DC-00,1,30-44,no_college,other,1821
DC-00,1,30-44,some_college,white,5171
DC-00,1,30-44,some_college,black,6192
DC-00,1,30-44,some_college,hispanic,1637
DC-00,1,30-44,some_college,other,1226
DC-00,1,30-44,college_plus,white,21538
DC-00,1,30-44,college_plus,black,25793
DC-00,1,30-44,college_plus,hispanic,6819
DC-00,1,30-44,college_plus,other,5108
DC-00,1,45-64,no_college,white,5688
DC-00,1,45-64,no_college,black,6811
DC-00,1,45-64,no_college,hispanic,1801
DC-00,1,45-64,no_college,other,1349
DC-00,1,45-64,some_college,white,3831
DC-00,1,45-64,some_college,black,4588
DC-00,1,45-64,some_college,hispanic,1213
DC-00,1,45-64,some_college,other,909
DC-00,1,45-64,college_plus,white,15957
DC-00,1,45-64,college_plus,black,19109
DC-00,1,45-64,college_plus,hispanic,5052
DC-00,1,45-64,college_plus,other,3785
DC-00,1,65+,no_college,white,4027
DC-00,1,65+,no_college,black,4823
DC-00,1,65+,no_college,hispanic,1275
DC-00,1,65+,no_college,other,955
DC-00,1,65+,some_college,white,2713
DC-00,1,65+,some_college,black,3248
DC-00,1,65+,some_college,hispanic,859
DC-00,1,65+,some_college,other,643
DC-00,1,65+,college_plus,white,11299
DC-00,1,65+,college_plus,black,13531
DC-00,1,65+,college_plus,hispanic,3577
DC-00,1,65+,college_plus,other,2680
DE-00,0,18-29,no_college,white,17412
DE-00,0,18-29,no_college,black,6222
DE-00,0,18-29,no_college,hispanic,2876
DE-00,0,18-29,no_college,other,2445
DE-00,0,18-29,some_college,white,12247
DE-00,0,18-29,some_college,black,4376
DE-00,0,18-29,some_college,hispanic,2023
DE-00,0,18-29,some_college,other,1719
DE-00,0,18-29,college_plus,white,15596
DE-00,0,18-29,college_plus,black,5573
DE-00,0,18-29,college_plus,hispanic,2576
DE-00,0,18-29,college_plus,other,2190
DE-00,0,30-44,no_college,white,20961
DE-00,0,30-44,no_college,black,7490
DE-00,0,30-44,no_college,hispanic,3462
DE-00,0,30-44,no_college,other,2943
DE-00,0,30-44,some_college,white,14743
DE-00,0,30-44,some_college,black,5268
DE-00,0,30-44,some_college,hispanic,2435
DE-00,0,30-44,some_college,other,2070
DE-00,0,30-44,college_plus,white,18774
DE-00,0,30-44,college_plus,black,6709
DE-00,0,30-44,college_plus,hispanic,3101
DE-00,0,30-44,college_plus,other,2636
DE-00,0,45-64,no_college,white,28799
DE-00,0,45-64,no_college,black,10291
DE-00,0,45-64,no_college,hispanic,4757
DE-00,0,45-64,no_college,other,4043
DE-00,0,45-64,some_college,white,20256
DE-00,0,45-64,some_college,black,7238
DE-00,0,45-64,some_college,hispanic,3346
DE-00,0,45-64,some_college,other,2844
DE-00,0,45-64,college_plus,white,25794
DE-00,0,45-64,college_plus,black,9217
DE-00,0,45-64,college_plus,hispanic,4261
DE-00,0,45-64,college_plus,other,3621
DE-00,0,65+,no_college,white,20276
DE-00,0,65+,no_college,black,7245
DE-00,0,65+,no_college,hispanic,3349
DE-00,0,65+,no_college,other,2847
DE-00,0,65+,some_college,white,14261
DE-00,0,65+,some_college,black,5096
DE-00,0,65+,some_college,hispanic,2356
DE-00,0,65+,some_college,other,2002
DE-00,0,65+,college_plus,white,18161
DE-00,0,65+,college_plus,black,6489
DE-00,0,65+,college_plus,hispanic,3000
DE-00,0,65+,college_plus,other,2550
DE-00,1,18-29,no_college,white,17161
DE-00,1,18-29,no_college,black,6132
DE-00,1,18-29,no_college,hispanic,2834
DE-00,1,18-29,no_college,other,2409
DE-00,1,18-29,some_college,white,12070
DE-00,1,18-29,some_college,black,4313
DE-00,1,18-29,some_college,hispanic,1994
DE-00,1,18-29,some_college,other,1695
DE-00,1,18-29,college_plus,white,15370
DE-00,1,18-29,college_plus,black,5492
DE-00,1,18-29,college_plus,hispanic,2539
DE-00,1,18-29,college_plus,other,2158
DE-00,1,30-44,no_college,white,21371
DE-00,1,30-44,no_college,black,7636
DE-00,1,30-44,no_college,hispanic,3530
DE-00,1,30-44,no_college,other,3000
DE-00,1,30-44,some_college,white,15031
DE-00,1,30-44,some_college,black,5371
DE-00,1,30-44,some_college,hispanic,2483
DE-00,1,30-44,some_college,other,2110
DE-00,1,30-44,college_plus,white,19141
DE-00,1,30-44,college_plus,black,6840
DE-00,1,30-44,college_plus,hispanic,3162
DE-00,1,30-44,college_plus,other,2687
DE-00,1,45-64,no_college,white,31253
DE-00,1,45-64,no_college,black,11168
DE-00,1,45-64,no_college,hispanic,5162
DE-00,1,45-64,no_college,other,4388
DE-00,1,45-64,some_college,white,21982
DE-00,1,45-64,some_college,black,7855
DE-00,1,45-64,some_college,hispanic,3631
DE-00,1,45-64,some_college,other,3086
DE-00,1,45-64,college_plus,white,27993
DE-00,1,45-64,college_plus,black,10003
DE-00,1,45-64,college_plus,hispanic,4624
DE-00,1,45-64,college_plus,other,3930
DE-00,1,65+,no_college,white,24847
DE-00,1,65+,no_college,black,8878
DE-00,1,65+,no_college,hispanic,4104
DE-00,1,65+,no_college,other,3488
DE-00,1,65+,some_college,white,17476
DE-00,1,65+,some_college,black,6245
DE-00,1,65+,some_college,hispanic,2887
DE-00,1,65+,some_college,other,2454
DE-00,1,65+,college_plus,white,22254
DE-00,1,65+,college_plus,black,7952
DE-00,1,65+,college_plus,hispanic,3676
DE-00,1,65+,college_plus,other,3124
FL-01,0,18-29,no_college,white,17267
FL-01,0,18-29,no_college,black,3179
FL-01,0,18-29,no_college,hispanic,1771
FL-01,0,18-29,no_college,other,2168
FL-01,0,18-29,some_college,white,17447
FL-01,0,18-29,some_college,black,3212
FL-01,0,18-29,some_college,hispanic,1790
FL-01,0,18-29,some_college,other,2191
FL-01,0,18-29,college_plus,white,15202
FL-01,0,18-29,college_plus,black,2799
FL-01,0,18-29,college_plus,hispanic,1559
FL-01,0,18-29,college_plus,other,1909
FL-01,0,30-44,no_college,white,19134
FL-01,0,30-44,no_college,black,3522
FL-01,0,30-44,no_college,hispanic,1963
FL-01,0,30-44,no_college,other,2402
FL-01,0,30-44,some_college,white,19333
FL-01,0,30-44,some_college,black,3559
FL-01,0,30-44,some_college,hispanic,1983
FL-01,0,30-44,some_college,other,2427
FL-01,0,30-44,college_plus,white,16846
FL-01,0,30-44,college_plus,black,3101
FL-01,0,30-44,college_plus,hispanic,1728
FL-01,0,30-44,college_plus,other,2115
FL-01,0,45-64,no_college,white,23555
FL-01,0,45-64,no_college,black,4336
FL-01,0,45-64,no_college,hispanic,2416
FL-01,0,45-64,no_college,other,2958
FL-01,0,45-64,some_college,white,23800
FL-01,0,45-64,some_college,black,4381
FL-01,0,45-64,some_college,hispanic,2441
FL-01,0,45-64,some_college,other,2988
FL-01,0,45-64,college_plus,white,20738
FL-01,0,45-64,college_plus,black,3818
FL-01,0,45-64,college_plus,hispanic,2127
FL-01,0,45-64,college_plus,other,2604
FL-01,0,65+,no_college,white,14549
FL-01,0,65+,no_college,black,2678
FL-01,0,65+,no_college,hispanic,1492
FL-01,0,65+,no_college,other,1827
FL-01,0,65+,some_college,white,14700
FL-01,0,65+,some_college,black,2706
FL-01,0,65+,some_college,hispanic,1508
FL-01,0,65+,some_college,other,1846
FL-01,0,65+,college_plus,white,12809
FL-01,0,65+,college_plus,black,2358
FL-01,0,65+,college_plus,hispanic,1314
FL-01,0,65+,college_plus,other,1608
FL-01,1,18-29,no_college,white,14166
FL-01,1,18-29,no_college,black,2608
FL-01,1,18-29,no_college,hispanic,1453
FL-01,1,18-29,no_college,other,1779
FL-01,1,18-29,some_college,white,14314
FL-01,1,18-29,some_college,black,2635
FL-01,1,18-29,some_college,hispanic,1468
FL-01,1,18-29,some_college,other,1797
FL-01,1,18-29,college_plus,white,12472
FL-01,1,18-29,college_plus,black,2296
FL-01,1,18-29,college_plus,hispanic,1279
FL-01,1,18-29,college_plus,other,1566
FL-01,1,30-44,no_college,white,17826
FL-01,1,30-44,no_college,black,3282
FL-01,1,30-44,no_college,hispanic,1829
FL-01,1,30-44,no_college,other,2238
FL-01,1,30-44,some_college,white,18012
FL-01,1,30-44,some_college,black,3316
FL-01,1,30-44,some_college,hispanic,1848
FL-01,1,30-44,some_college,other,2262
FL-01,1,30-44,college_plus,white,15695
FL-01,1,30-44,college_plus,black,2889
FL-01,1,30-44,college_plus,hispanic,1610
FL-01,1,30-44,college_plus,other,1971
FL-01,1,45-64,no_college,white,24356
FL-01,1,45-64,no_college,black,4484
FL-01,1,45-64,no_college,hispanic,2498
FL-01,1,45-64,no_college,other,3058
FL-01,1,45-64,some_college,white,24609
FL-01,1,45-64,some_college,black,4530
FL-01,1,45-64,some_college,hispanic,2524
FL-01,1,45-64,some_college,other,3090
FL-01,1,45-64,college_plus,white,21443
FL-01,1,45-64,college_plus,black,3947
FL-01,1,45-64,college_plus,hispanic,2200
FL-01,1,45-64,college_plus,other,2692
FL-01,1,65+,no_college,white,17665
FL-01,1,65+,no_college,black,3252
FL-01,1,65+,no_college,hispanic,1812
FL-01,1,65+,no_college,other,2218
FL-01,1,65+,some_college,white,17848
FL-01,1,65+,some_college,black,3286
FL-01,1,65+,some_college,hispanic,1831
FL-01,1,65+,some_college,other,2241
FL-01,1,65+,college_plus,white,15552
FL-01,1,65+,college_plus,black,2863
FL-01,1,65+,college_plus,hispanic,1595
FL-01,1,65+,college_plus,other,1953
FL-02,0,18-29,no_college,white,20371
FL-02,0,18-29,no_college,black,7317
FL-02,0,18-29,no_college,hispanic,2091
FL-02,0,18-29,no_college,other,2001
FL-02,0,18-29,some_college,white,14752
FL-02,0,18-29,some_college,black,5298
FL-02,0,18-29,some_college,hispanic,1514
FL-02,0,18-29,some_college,other,1449
FL-02,0,18-29,college_plus,white,14787
FL-02,0,18-29,college_plus,black,5311
FL-02,0,18-29,college_plus,hispanic,1518
FL-02,0,18-29,college_plus,other,1452
FL-02,0,30-44,no_college,white,20375
FL-02,0,30-44,no_college,black,7318
FL-02,0,30-44,no_college,hispanic,2092
FL-02,0,30-44,no_college,other,2001
FL-02,0,30-44,some_college,white,14754
FL-02,0,30-44,some_college,black,5299
FL-02,0,30-44,some_college,hispanic,1515
FL-02,0,30-44,some_college,other,1449
FL-02,0,30-44,college_plus,white,14789
FL-02,0,30-44,college_plus,black,5312
FL-02,0,30-44,college_plus,hispanic,1518
FL-02,0,30-44,college_plus,other,1452
FL-02,0,45-64,no_college,white,25277
FL-02,0,45-64,no_college,black,9079
FL-02,0,45-64,no_college,hispanic,2595
FL-02,0,45-64,no_college,other,2482
FL-02,0,45-64,some_college,white,18304
FL-02,0,45-64,some_college,black,6574
FL-02,0,45-64,some_college,hispanic,1879
FL-02,0,45-64,some_college,other,1798
FL-02,0,45-64,college_plus,white,18348
FL-02,0,45-64,college_plus,black,6590
FL-02,0,45-64,college_plus,hispanic,1884
FL-02,0,45-64,college_plus,other,1802
FL-02,0,65+,no_college,white,16012
FL-02,0,65+,no_college,black,5751
FL-02,0,65+,no_college,hispanic,1644
FL-02,0,65+,no_college,other,1572
FL-02,0,65+,some_college,white,11595
FL-02,0,65+,some_college,black,4164
FL-02,0,65+,some_college,hispanic,1190
FL-02,0,65+,some_college,other,1139
FL-02,0,65+,college_plus,white,11622
FL-02,0,65+,college_plus,black,4174
FL-02,0,65+,college_plus,hispanic,1193
FL-02,0,65+,college_plus,other,1141
FL-02,1,18-29,no_college,white,19824
FL-02,1,18-29,no_college,black,7120
FL-02,1,18-29,no_college,hispanic,2035
FL-02,1,18-29,no_college,other,1947
FL-02,1,18-29,some_college,white,14356
FL-02,1,18-29,some_college,black,5156
FL-02,1,18-29,some_college,hispanic,1474
FL-02,1,18-29,some_college,other,1410
FL-02,1,18-29,college_plus,white,14390
FL-02,1,18-29,college_plus,black,5168
FL-02,1,18-29,college_plus,hispanic,1477
FL-02,1,18-29,college_plus,other,1413
FL-02,1,30-44,no_college,white,17831
FL-02,1,30-44,no_college,black,6404
FL-02,1,30-44,no_college,hispanic,1831
FL-02,1,30-44,no_college,other,1751
FL-02,1,30-44,some_college,white,12912
FL-02,1,30-44,some_college,black,4638
FL-02,1,30-44,some_college,hispanic,1326
FL-02,1,30-44,some_college,other,1268
FL-02,1,30-44,college_plus,white,12943
FL-02,1,30-44,college_plus,black,4649
FL-02,1,30-44,college_plus,hispanic,1329
FL-02,1,30-44,college_plus,other,1271
FL-02,1,45-64,no_college,white,25083
FL-02,1,45-64,no_college,black,9009
FL-02,1,45-64,no_college,hispanic,2575
FL-02,1,45-64,no_college,other,2463
FL-02,1,45-64,some_college,white,18164
FL-02,1,45-64,some_college,black,6524
FL-02,1,45-64,some_college,hispanic,1865
FL-02,1,45-64,some_college,other,1784
FL-02,1,45-64,college_plus,white,18207
FL-02,1,45-64,college_plus,black,6539
FL-02,1,45-64,college_plus,hispanic,1869
FL-02,1,45-64,college_plus,other,1788
FL-02,1,65+,no_college,white,19028
FL-02,1,65+,no_college,black,6834
FL-02,1,65+,no_college,hispanic,1953
FL-02,1,65+,no_college,other,1869
FL-02,1,65+,some_college,white,13779
FL-02,1,65+,some_college,black,4949
FL-02,1,65+,some_college,hispanic,1415
FL-02,1,65+,some_college,other,1353
FL-02,1,65+,college_plus,white,13811
FL-02,1,65+,college_plus,black,4961
FL-02,1,65+,college_plus,hispanic,1418
FL-02,1,65+,college_plus,other,1356
FL-03,0,18-29,no_college,white,21282
FL-03,0,18-29,no_college,black,5091
FL-03,0,18-29,no_college,hispanic,3556
FL-03,0,18-29,no_college,other,2262
FL-03,0,18-29,some_college,white,14615
FL-03,0,18-29,some_college,black,3496
FL-03,0,18-29,some_college,hispanic,2442
FL-03,0,18-29,some_college,other,1553
FL-03,0,18-29,college_plus,white,13701
FL-03,0,18-29,college_plus,black,3277
FL-03,0,18-29,college_plus,hispanic,2289
FL-03,0,18-29,college_plus,other,1456
FL-03,0,30-44,no_college,white,20100
FL-03,0,30-44,no_college,black,4808
FL-03,0,30-44,no_college,hispanic,3358
FL-03,0,30-44,no_college,other,2136
FL-03,0,30-44,some_college,white,13804
FL-03,0,30-44,some_college,black,3302
FL-03,0,30-44,some_college,hispanic,2306
FL-03,0,30-44,some_college,other,1467
FL-03,0,30-44,college_plus,white,12940
FL-03,0,30-44,college_plus,black,3095
FL-03,0,30-44,college_plus,hispanic,2162
FL-03,0,30-44,college_plus,other,1375
FL-03,0,45-64,no_college,white,25698
FL-03,0,45-64,no_college,black,6147
FL-03,0,45-64,no_college,hispanic,4294
FL-03,0,45-64,no_college,other,2731
FL-03,0,45-64,some_college,white,17648
FL-03,0,45-64,some_college,black,4222
FL-03,0,45-64,some_college,hispanic,2949
FL-03,0,45-64,some_college,other,1876
FL-03,0,45-64,college_plus,white,16544
FL-03,0,45-64,college_plus,black,3958
FL-03,0,45-64,college_plus,hispanic,2764
FL-03,0,45-64,college_plus,other,1758
FL-03,0,65+,no_college,white,20780
FL-03,0,65+,no_college,black,4971
FL-03,0,65+,no_college,hispanic,3472
FL-03,0,65+,no_college,other,2209
FL-03,0,65+,some_college,white,14270
FL-03,0,65+,some_college,black,3414
FL-03,0,65+,some_college,hispanic,2384
FL-03,0,65+,some_college,other,1517
FL-03,0,65+,college_plus,white,13378
FL-03,0,65+,college_plus,black,3200
FL-03,0,65+,college_plus,hispanic,2235
FL-03,0,65+,college_plus,other,1422
FL-03,1,18-29,no_college,white,20490
FL-03,1,18-29,no_college,black,4901
FL-03,1,18-29,no_college,hispanic,3424
FL-03,1,18-29,no_college,other,2178
FL-03,1,18-29,some_college,white,14071
FL-03,1,18-29,some_college,black,3366
FL-03,1,18-29,some_college,hispanic,2351
FL-03,1,18-29,some_college,other,1496
FL-03,1,18-29,college_plus,white,13191
FL-03,1,18-29,college_plus,black,3155
FL-03,1,18-29,college_plus,hispanic,2204
FL-03,1,18-29,college_plus,other,1402
FL-03,1,30-44,no_college,white,18450
FL-03,1,30-44,no_college,black,4414
FL-03,1,30-44,no_college,hispanic,3083
FL-03,1,30-44,no_college,other,1961
FL-03,1,30-44,some_college,white,12671
FL-03,1,30-44,some_college,black,3031
FL-03,1,30-44,some_college,hispanic,2117
FL-03,1,30-44,some_college,other,1347
FL-03,1,30-44,college_plus,white,11878
FL-03,1,30-44,college_plus,black,2841
FL-03,1,30-44,college_plus,hispanic,1985
FL-03,1,30-44,college_plus,other,1262
FL-03,1,45-64,no_college,white,25626
FL-03,1,45-64,no_college,black,6130
FL-03,1,45-64,no_college,hispanic,4282
FL-03,1,45-64,no_college,other,2724
FL-03,1,45-64,some_college,white,17598
FL-03,1,45-64,some_college,black,4210
FL-03,1,45-64,some_college,hispanic,2940
FL-03,1,45-64,some_college,other,1870
FL-03,1,45-64,college_plus,white,16497
FL-03,1,45-64,college_plus,black,3946
FL-03,1,45-64,college_plus,hispanic,2756
FL-03,1,45-64,college_plus,other,1753
FL-03,1,65+,no_college,white,24527
FL-03,1,65+,no_college,black,5867
FL-03,1,65+,no_college,hispanic,4098
FL-03,1,65+,no_college,other,2607
FL-03,1,65+,some_college,white,16844
FL-03,1,65+,some_college,black,4029
FL-03,1,65+,some_college,hispanic,2814
FL-03,1,65+,some_college,other,1790
FL-03,1,65+,college_plus,white,15790
FL-03,1,65+,college_plus,black,3777
FL-03,1,65+,college_plus,hispanic,2638
FL-03,1,65+,college_plus,other,1678
FL-04,0,18-29,no_college,white,12859
FL-04,0,18-29,no_college,black,7376
FL-04,0,18-29,no_college,hispanic,2057
FL-04,0,18-29,no_college,other,1720
FL-04,0,18-29,some_college,white,10302
FL-04,0,18-29,some_college,black,5909
FL-04,0,18-29,some_college,hispanic,1648
FL-04,0,18-29,some_college,other,1378
FL-04,0,18-29,college_plus,white,7730
FL-04,0,18-29,college_plus,black,4434
FL-04,0,18-29,college_plus,hispanic,1237
FL-04,0,18-29,college_plus,other,1034
FL-04,0,30-44,no_college,white,16710
FL-04,0,30-44,no_college,black,9584
FL-04,0,30-44,no_college,hispanic,2673
FL-04,0,30-44,no_college,other,2235
FL-04,0,30-44,some_college,white,13387
FL-04,0,30-44,some_college,black,7678
FL-04,0,30-44,some_college,hispanic,2142
FL-04,0,30-44,some_college,other,1790
FL-04,0,30-44,college_plus,white,10045
FL-04,0,30-44,college_plus,black,5762
FL-04,0,30-44,college_plus,hispanic,1607
FL-04,0,30-44,college_plus,other,1344
FL-04,0,45-64,no_college,white,21703
FL-04,0,45-64,no_college,black,12449
FL-04,0,45-64,no_college,hispanic,3472
FL-04,0,45-64,no_college,other,2903
FL-04,0,45-64,some_college,white,17387
FL-04,0,45-64,some_college,black,9973
FL-04,0,45-64,some_college,hispanic,2782
FL-04,0,45-64,some_college,other,2326
FL-04,0,45-64,college_plus,white,13047
FL-04,0,45-64,college_plus,black,7484
FL-04,0,45-64,college_plus,hispanic,2087
FL-04,0,45-64,college_plus,other,1745
FL-04,0,65+,no_college,white,12021
FL-04,0,65+,no_college,black,6895
FL-04,0,65+,no_college,hispanic,1923
FL-04,0,65+,no_college,other,1608
FL-04,0,65+,some_college,white,9630
FL-04,0,65+,some_college,black,5524
FL-04,0,65+,some_college,hispanic,1541
FL-04,0,65+,some_college,other,1288
FL-04,0,65+,college_plus,white,7226
FL-04,0,65+,college_plus,black,4145
